Gene Symbol,Deletion,Diploid,Gain
OSGEPL1,4.89,92.95,2.15
ORMDL1,4.89,92.95,2.15
PMS1,4.89,92.95,2.15
MSTN,4.89,92.95,2.15
C2orf88,4.89,92.95,2.15
HIBCH,4.89,92.95,2.15
INPP1,4.89,92.95,2.15
MFSD6,4.89,92.95,2.15
TMEM194B,4.89,92.95,2.15
NAB1,4.89,92.95,2.15
GLS,4.89,92.95,2.15
STAT1,4.89,92.95,2.15
STAT4,4.89,92.95,2.15
MYO1B,4.89,92.95,2.15
OBFC2A,4.89,92.95,2.15
SDPR,4.89,92.95,2.15
TMEFF2,4.89,92.95,2.15
PCGEM1,5.09,92.76,2.15
SLC39A10,4.89,92.95,2.15
DNAH7,5.09,92.76,2.15
STK17B,5.09,92.76,2.15
HECW2,5.09,92.76,2.15
CCDC150,5.09,92.76,2.15
LOC100130452,5.09,92.76,2.15
GTF3C3,5.09,92.76,2.15
C2orf66,5.09,92.76,2.15
PGAP1,5.09,92.76,2.15
ANKRD44,5.09,92.76,2.15
SF3B1,4.7,93.15,2.15
COQ10B,4.7,93.15,2.15
HSPD1,4.7,93.15,2.15
HSPE1-MOB4,4.89,92.95,2.15
HSPE1,4.7,93.15,2.15
MOB4,4.89,92.95,2.15
RFTN2,4.89,92.95,2.15
MARS2,4.89,92.95,2.15
BOLL,4.89,92.95,2.15
PLCL1,4.89,92.95,2.15
SATB2,4.89,92.95,2.15
FLJ32063,4.89,92.95,2.15
FONG,4.89,92.76,2.35
C2orf69,4.89,92.76,2.35
TYW5,4.89,92.76,2.35
C2orf47,4.89,92.76,2.35
SPATS2L,4.89,92.76,2.35
KCTD18,4.89,92.76,2.35
SGOL2,4.89,92.76,2.35
AOX1,4.89,92.76,2.35
AOX2P,4.89,92.76,2.35
LOC100507140,4.89,92.76,2.35
BZW1,4.89,92.76,2.35
CLK1,4.89,92.76,2.35
PPIL3,4.89,92.76,2.35
NIF3L1,4.89,92.76,2.35
ORC2,4.89,92.76,2.35
FAM126B,4.89,92.76,2.35
NDUFB3,4.89,92.76,2.35
CFLAR,4.89,92.76,2.35
CFLAR-AS1,4.89,92.76,2.35
CASP10,4.89,92.76,2.35
CASP8,4.89,92.76,2.35
ALS2CR12,4.89,92.76,2.35
TRAK2,5.09,92.56,2.35
STRADB,5.09,92.56,2.35
ALS2CR11,5.09,92.56,2.35
TMEM237,5.09,92.56,2.35
MPP4,5.09,92.56,2.35
ALS2,5.09,92.56,2.35
CDK15,5.09,92.56,2.35
FZD7,4.89,92.76,2.35
SUMO1,4.89,92.76,2.35
NOP58,4.89,92.76,2.35
SNORD70,4.89,92.76,2.35
SNORD11B,4.89,92.76,2.35
SNORD11,4.89,92.76,2.35
BMPR2,4.89,92.76,2.35
FAM117B,4.89,92.76,2.35
ICA1L,4.89,92.76,2.35
WDR12,4.89,92.76,2.35
ALS2CR8,4.89,92.76,2.35
NBEAL1,4.89,92.76,2.35
CYP20A1,4.89,92.76,2.35
ABI2,4.89,92.76,2.35
RAPH1,4.89,92.76,2.35
CD28,4.89,92.76,2.35
CTLA4,4.89,92.76,2.35
ICOS,4.89,92.76,2.35
PARD3B,5.28,92.37,2.35
NRP2,5.09,92.56,2.35
INO80D,5.09,92.56,2.35
LOC100329109,5.09,92.56,2.35
NDUFS1,5.09,92.56,2.35
EEF1B2,5.09,92.56,2.35
SNORA41,5.09,92.56,2.35
SNORD51,5.09,92.56,2.35
GPR1,5.09,92.56,2.35
ZDBF2,5.09,92.56,2.35
ADAM23,5.09,92.56,2.35
LOC200726,4.89,92.76,2.35
DYTN,4.89,92.76,2.35
MDH1B,4.89,92.76,2.35
FASTKD2,4.89,92.76,2.35
MIR3130-1,4.89,92.76,2.35
MIR3130-2,4.89,92.76,2.35
hsa-mir-3130-1,4.89,92.76,2.35
hsa-mir-3130-2,4.89,92.76,2.35
hsa-mir-3130-3,4.89,92.76,2.35
hsa-mir-3130-4,4.89,92.76,2.35
CPO,4.7,92.95,2.35
KLF7,4.7,92.95,2.35
MIR2355,4.7,92.95,2.35
hsa-mir-2355,4.7,92.95,2.35
hsa-mir-1302-4,4.7,92.95,2.35
CREB1,4.7,92.95,2.35
METTL21A,4.7,92.95,2.35
CCNYL1,4.7,92.95,2.35
MIR4775,4.7,92.95,2.35
FZD5,4.7,92.95,2.35
PLEKHM3,4.7,92.76,2.54
LOC100507443,4.7,92.76,2.54
CRYGC,4.7,92.76,2.54
CRYGD,4.7,92.76,2.54
CRYGB,4.7,92.76,2.54
CRYGA,4.7,92.76,2.54
C2orf80,4.7,92.95,2.35
IDH1,4.7,92.95,2.35
PIKFYVE,4.7,92.95,2.35
PTH2R,4.7,92.95,2.35
MAP2,4.89,92.37,2.74
UNC80,4.89,92.37,2.74
RPE,4.89,92.76,2.35
C2orf67,4.89,92.76,2.35
ACADL,4.89,92.76,2.35
MYL1,5.09,92.56,2.35
LANCL1,5.28,92.37,2.35
CPS1,5.48,92.17,2.35
CPS1-IT1,5.48,92.17,2.35
ERBB4,5.87,91.59,2.55
MIR548F2,5.48,92.17,2.35
hsa-mir-548f-2,5.48,92.17,2.35
MIR4776-1,5.48,92.17,2.35
MIR4776-2,5.48,92.17,2.35
IKZF2,5.48,92.17,2.35
LOC100130451,5.48,92.17,2.35
SPAG16,5.48,92.17,2.35
VWC2L,5.28,92.37,2.35
BARD1,5.48,92.17,2.35
ABCA12,5.68,91.98,2.35
ATIC,5.48,92.17,2.35
FN1,5.48,92.17,2.35
LOC646324,5.48,92.17,2.35
MREG,5.48,92.17,2.35
PECR,5.48,92.17,2.35
TMEM169,5.48,92.17,2.35
XRCC5,5.48,92.17,2.35
PKI55,5.48,92.17,2.35
MARCH4,5.48,92.17,2.35
SMARCAL1,5.48,92.17,2.35
RPL37A,5.48,92.17,2.35
IGFBP2,5.48,92.17,2.35
IGFBP5,5.48,92.17,2.35
TNP1,5.48,92.17,2.35
DIRC3,5.48,92.17,2.35
TNS1,5.68,91.98,2.35
RUFY4,5.68,91.98,2.35
CXCR2P1,5.68,91.98,2.35
CXCR2,5.68,91.98,2.35
CXCR1,5.68,91.98,2.35
ARPC2,5.68,91.98,2.35
AAMP,5.68,91.98,2.35
GPBAR1,5.68,91.98,2.35
PNKD,5.68,91.98,2.35
TMBIM1,5.68,91.98,2.35
C2orf62,5.68,91.98,2.35
SLC11A1,5.68,91.98,2.35
CTDSP1,5.68,91.98,2.35
MIR26B,5.68,91.98,2.35
hsa-mir-26b,5.68,91.98,2.35
VIL1,5.68,91.98,2.35
USP37,5.68,91.98,2.35
RQCD1,5.68,91.98,2.35
PLCD4,5.68,91.98,2.35
ZNF142,5.68,91.98,2.35
BCS1L,5.68,91.98,2.35
RNF25,5.68,91.98,2.35
STK36,5.68,91.98,2.35
TTLL4,5.68,91.98,2.35
CYP27A1,5.68,91.98,2.35
PRKAG3,5.68,91.98,2.35
WNT6,5.68,91.98,2.35
WNT10A,5.68,91.98,2.35
CDK5R2,5.68,91.98,2.35
LOC151300,5.68,91.98,2.35
FEV,5.68,91.98,2.35
CRYBA2,5.68,91.98,2.35
CCDC108,5.68,91.98,2.35
LOC100129175,5.68,91.98,2.35
MIR375,5.68,91.98,2.35
hsa-mir-375,5.68,91.98,2.35
IHH,5.68,91.98,2.35
MIR3131,5.68,91.98,2.35
hsa-mir-3131,5.68,91.98,2.35
NHEJ1,5.68,91.98,2.35
SLC23A3,5.68,91.98,2.35
CNPPD1,5.68,91.98,2.35
FAM134A,5.68,91.98,2.35
ABCB6,5.68,91.98,2.35
ZFAND2B,5.68,91.98,2.35
ATG9A,5.68,91.98,2.35
ANKZF1,5.68,91.98,2.35
GLB1L,5.68,91.98,2.35
STK16,5.68,91.98,2.35
TUBA4A,5.68,91.98,2.35
TUBA4B,5.68,91.98,2.35
DNAJB2,5.68,91.98,2.35
MIR153-1,5.68,91.98,2.35
PTPRN,5.68,91.98,2.35
hsa-mir-153-1,5.68,91.98,2.35
RESP18,5.68,91.98,2.35
DNPEP,5.68,91.98,2.35
DES,5.68,91.98,2.35
SPEG,5.68,91.98,2.35
GMPPA,5.68,91.98,2.35
ACCN4,5.68,91.98,2.35
CHPF,5.68,91.98,2.35
MIR3132,5.68,91.98,2.35
TMEM198,5.68,91.98,2.35
hsa-mir-3132,5.68,91.98,2.35
OBSL1,5.68,91.98,2.35
INHA,5.68,91.98,2.35
STK11IP,5.68,91.98,2.35
SLC4A3,5.68,91.98,2.35
MIR4268,5.48,92.17,2.35
hsa-mir-4268,5.48,92.17,2.35
EPHA4,5.48,91.98,2.55
PAX3,5.68,91.98,2.35
CCDC140,5.68,91.98,2.35
SGPP2,5.88,91.59,2.54
FARSB,5.88,91.59,2.54
MOGAT1,5.88,91.59,2.54
ACSL3,5.88,91.59,2.54
KCNE4,5.88,91.78,2.35
SCG2,5.88,91.78,2.35
AP1S3,5.88,91.78,2.35
WDFY1,5.88,91.78,2.35
MRPL44,5.88,91.78,2.35
SERPINE2,6.07,91.59,2.35
FAM124B,6.07,91.59,2.35
CUL3,6.26,91.39,2.35
DOCK10,6.26,91.39,2.35
MIR4439,6.07,91.39,2.55
NYAP2,6.07,91.59,2.35
LOC646736,6.26,91.39,2.35
IRS1,6.46,91.19,2.35
RHBDD1,6.66,91.0,2.35
COL4A4,6.85,90.8,2.35
COL4A3,7.24,90.41,2.35
MFF,7.24,90.41,2.35
TM4SF20,7.43,90.22,2.35
AGFG1,7.83,89.82,2.35
C2orf83,7.63,90.02,2.35
SLC19A3,7.63,90.02,2.35
CCL20,7.83,89.82,2.35
WDR69,7.83,89.82,2.35
SPHKAP,7.83,89.82,2.35
PID1,8.42,89.24,2.35
DNER,8.61,89.04,2.35
FBXO36,8.61,89.04,2.35
TRIP12,8.61,89.04,2.35
SLC16A14,8.61,89.04,2.35
SP110,8.61,88.85,2.54
SP140,8.61,88.85,2.54
SP140L,8.61,89.04,2.35
SP100,8.61,89.04,2.35
LOC151475,8.61,89.04,2.35
CAB39,8.81,88.85,2.35
ITM2C,8.81,88.85,2.35
LOC151484,8.81,88.85,2.35
GPR55,8.81,88.85,2.35
LOC348761,9.0,88.65,2.35
SPATA3,9.0,88.65,2.35
C2orf72,9.0,88.65,2.35
PSMD1,9.0,88.65,2.35
HTR2B,9.0,88.65,2.35
ARMC9,9.2,88.45,2.35
MIR4777,9.2,88.45,2.35
B3GNT7,9.2,88.45,2.35
NCL,9.4,88.26,2.35
SNORA75,9.4,88.26,2.35
SNORD20,9.4,88.26,2.35
SNORD82,9.4,88.26,2.35
LINC00471,9.59,88.06,2.35
NMUR1,9.59,88.06,2.35
C2orf57,9.59,88.06,2.35
PTMA,9.79,88.06,2.15
MIR1244-1|chr2,9.79,88.06,2.15
MIR1244-2|chr2,9.79,88.06,2.15
MIR1244-3|chr2,9.79,88.06,2.15
hsa-mir-1244-1,9.79,88.06,2.15
PDE6D,9.98,87.87,2.15
COPS7B,10.18,87.67,2.15
MIR1471,10.18,87.67,2.15
hsa-mir-1471,10.18,87.67,2.15
NPPC,10.18,87.67,2.15
DIS3L2,11.93,86.11,1.96
hsa-mir-562,10.96,86.89,2.15
ALPPL2,11.74,86.3,1.96
ALPP,11.74,86.3,1.96
ECEL1P2,11.74,86.3,1.96
ALPI,11.74,86.3,1.96
ECEL1,11.74,86.3,1.96
PRSS56,11.74,86.3,1.96
CHRND,11.74,86.3,1.96
CHRNG,11.74,86.3,1.96
TIGD1,11.74,86.3,1.96
EIF4E2,11.93,86.11,1.96
EFHD1,11.93,86.11,1.96
GIGYF2,12.53,85.52,1.96
KCNJ13,12.33,85.71,1.96
C2orf82,11.93,86.11,1.96
NGEF,12.52,85.32,2.15
NEU2,12.13,85.71,2.15
INPP5D,12.13,85.71,2.15
ATG16L1,12.53,85.32,2.15
SCARNA5,12.13,85.71,2.15
SCARNA6,12.13,85.71,2.15
SAG,12.53,85.32,2.15
DGKD,12.33,85.52,2.15
USP40,11.94,85.91,2.15
UGT1A8,11.74,86.11,2.15
UGT1A10,11.74,86.11,2.15
UGT1A9,11.74,86.11,2.15
UGT1A7,11.74,86.11,2.15
UGT1A6,11.74,86.11,2.15
UGT1A5,11.74,86.11,2.15
UGT1A4,11.74,86.11,2.15
UGT1A3,11.54,86.3,2.15
DNAJB3,11.54,86.3,2.15
LOC100286922,11.54,86.3,2.15
UGT1A1,11.54,86.3,2.15
HJURP,11.94,85.91,2.15
MSL3P1,11.94,85.91,2.15
TRPM8,11.94,85.91,2.15
SPP2,11.74,86.3,1.96
ARL4C,11.94,86.3,1.76
SH3BP4,12.33,85.91,1.76
AGAP1,12.52,85.52,1.96
GBX2,12.13,86.11,1.76
ASB18,12.13,86.11,1.76
IQCA1,12.33,85.91,1.76
CXCR7,12.33,85.91,1.76
COPS8,12.33,85.91,1.76
COL6A3,12.33,85.91,1.76
MLPH,12.33,85.91,1.76
PRLH,12.13,86.11,1.76
RAB17,12.13,86.11,1.76
LRRFIP1,12.13,86.11,1.76
RBM44,12.13,86.11,1.76
RAMP1,12.13,86.11,1.76
UBE2F-SCLY,12.13,86.11,1.76
UBE2F,12.13,86.11,1.76
SCLY,12.13,86.11,1.76
ESPNL,12.33,85.91,1.76
KLHL30,12.33,85.91,1.76
ILKAP,12.33,85.91,1.76
LOC151174,12.33,85.91,1.76
LOC643387,12.33,85.91,1.76
HES6,12.33,85.91,1.76
PER2,12.33,85.91,1.76
TRAF3IP1,12.53,85.71,1.76
ASB1,12.53,85.71,1.76
LOC151171,12.33,85.91,1.76
FLJ43879,12.72,85.52,1.76
HDAC4,13.31,84.93,1.76
MIR4440,12.72,85.52,1.76
MIR4441,12.72,85.52,1.76
TWIST2,12.72,85.52,1.76
MGC16025,12.72,85.52,1.76
MIR4269,12.72,85.52,1.76
hsa-mir-4269,12.72,85.52,1.76
MIR2467,12.91,85.32,1.76
LOC150935,13.5,84.74,1.76
MIR4786,13.5,84.74,1.76
NDUFA10,13.5,84.74,1.76
OR6B2,13.5,84.74,1.76
OR6B3,13.5,84.74,1.76
PRR21,13.5,84.74,1.76
MYEOV2,13.5,84.74,1.76
OTOS,13.5,84.74,1.76
GPC1,13.7,84.54,1.76
PP14571,13.7,84.54,1.76
MIR149,13.7,84.54,1.76
hsa-mir-149,13.7,84.54,1.76
ANKMY1,13.89,84.34,1.76
DUSP28,13.89,84.34,1.76
RNPEPL1,13.89,84.34,1.76
CAPN10,13.89,84.34,1.76
GPR35,13.89,84.34,1.76
AQP12A,13.89,84.15,1.96
AQP12B,13.89,84.15,1.96
KIF1A,13.89,84.15,1.96
AGXT,13.89,84.15,1.96
C2orf54,13.89,84.15,1.96
LOC200772,13.89,84.34,1.76
SNED1,14.28,83.95,1.76
MTERFD2,14.28,83.95,1.76
PASK,14.28,83.95,1.76
PPP1R7,14.28,83.95,1.76
ANO7,14.28,83.95,1.76
HDLBP,14.28,83.95,1.76
SEPT2,14.28,83.95,1.76
FARP2,14.28,83.95,1.76
hsa-mir-3133,14.28,83.95,1.76
STK25,14.28,83.95,1.76
ATG4B,14.28,83.95,1.76
BOK-AS1,14.28,83.95,1.76
BOK,14.28,83.95,1.76
CXXC11,14.28,83.95,1.76
D2HGDH,14.28,83.95,1.76
DTYMK,14.28,83.95,1.76
GAL3ST2,14.28,83.95,1.76
ING5,14.28,83.95,1.76
LOC728323,14.28,83.95,1.76
NEU4,14.28,83.95,1.76
PDCD1,14.28,83.95,1.76
THAP4,14.28,83.95,1.76
CHL1,5.68,89.04,5.29
CNTN4,5.68,88.85,5.48
CNTN6,5.68,89.04,5.29
IL5RA,5.68,89.63,4.69
TRNT1,5.88,89.63,4.5
CRBN,5.88,89.63,4.5
LRRN1,6.07,89.24,4.7
SETMAR,5.68,89.63,4.7
SUMF1,5.88,89.43,4.7
ITPR1,5.88,89.43,4.7
EGOT,5.88,89.43,4.7
LOC100507582,5.88,89.43,4.7
BHLHE40,5.88,89.43,4.7
ARL8B,5.68,89.43,4.89
EDEM1,5.68,89.43,4.89
MIR4790,5.68,89.43,4.89
GRM7,5.87,89.24,4.89
LOC100288428,5.87,89.43,4.69
LMCD1,5.68,89.63,4.69
LINC00312,5.68,89.63,4.69
C3orf32,5.68,89.63,4.69
CAV3,5.68,89.63,4.69
OXTR,5.68,89.63,4.69
RAD18,5.68,89.63,4.69
SRGAP3,5.88,89.43,4.69
THUMPD3,5.68,89.43,4.89
LOC440944,5.68,89.43,4.89
SETD5,5.68,89.43,4.89
LHFPL4,5.68,89.43,4.89
MTMR14,5.68,89.24,5.09
CPNE9,5.68,89.24,5.09
BRPF1,5.68,89.24,5.09
OGG1,5.68,89.24,5.09
CAMK1,5.68,89.24,5.09
TADA3,5.68,89.24,5.09
ARPC4-TTLL3,5.68,89.24,5.09
ARPC4,5.68,89.24,5.09
TTLL3,5.68,89.24,5.09
RPUSD3,5.68,89.24,5.09
CIDEC,5.68,89.24,5.09
JAGN1,5.68,89.24,5.09
IL17RE,5.68,89.24,5.09
IL17RC,5.68,89.24,5.09
CRELD1,5.87,89.24,4.89
PRRT3,5.87,89.24,4.89
TMEM111,5.87,89.24,4.89
LOC401052,5.87,89.24,4.89
CIDECP,5.87,89.24,4.89
FANCD2,5.87,89.24,4.89
C3orf24,5.87,89.43,4.69
BRK1,5.68,89.43,4.89
VHL,5.68,89.43,4.89
IRAK2,5.68,89.43,4.89
TATDN2,5.68,89.43,4.89
GHRLOS2,5.68,89.43,4.89
GHRLOS,5.68,89.43,4.89
GHRL,5.68,89.43,4.89
SEC13,5.68,89.43,4.89
ATP2B2,5.68,89.43,4.89
hsa-mir-378b,5.68,89.43,4.89
MIR885,5.68,89.63,4.69
hsa-mir-885,5.68,89.63,4.69
LOC285370,5.68,89.82,4.5
SLC6A11,5.68,89.82,4.5
SLC6A1,5.48,89.82,4.7
HRH1,5.48,89.82,4.7
ATG7,5.48,89.63,4.89
VGLL4,5.68,89.82,4.5
TAMM41,5.68,89.82,4.5
SYN2,5.68,89.63,4.69
TIMP4,5.68,89.63,4.69
PPARG,5.68,89.63,4.69
TSEN2,5.68,89.63,4.69
LOC100129480,5.68,89.82,4.5
MKRN2,5.68,89.82,4.5
RAF1,5.68,89.63,4.69
TMEM40,5.68,89.63,4.69
CAND2,5.68,89.63,4.69
RPL32,5.68,89.82,4.5
SNORA7A,5.68,89.82,4.5
IQSEC1,5.68,89.82,4.5
NUP210,5.68,89.82,4.5
HDAC11,5.68,89.82,4.5
FBLN2,5.68,89.82,4.5
LOC285375,5.68,89.82,4.5
WNT7A,5.68,89.82,4.5
LOC100132526,5.68,89.82,4.5
TPRXL,5.68,89.82,4.5
CHCHD4,5.68,90.02,4.31
TMEM43,5.68,90.02,4.31
XPC,5.68,90.02,4.31
LSM3,5.68,90.02,4.31
SLC6A6,5.68,90.02,4.31
GRIP2,5.68,90.02,4.31
C3orf19,5.68,90.02,4.31
C3orf20,5.68,90.02,4.31
FGD5,5.68,90.02,4.31
FGD5-AS1,5.68,90.02,4.31
NR2C2,5.68,90.02,4.31
MRPS25,5.68,89.82,4.5
ZFYVE20,5.68,89.82,4.5
COL6A4P1,5.68,89.82,4.5
CAPN7,5.68,90.02,4.31
LOC100505696,5.68,90.02,4.31
SH3BP5,5.68,90.02,4.31
METTL6,5.68,90.02,4.31
EAF1,5.68,90.02,4.31
COLQ,5.68,90.02,4.31
MIR4270,5.68,90.02,4.31
hsa-mir-4270,5.68,90.02,4.31
HACL1,5.68,90.02,4.31
BTD,5.68,90.02,4.31
ANKRD28,5.87,89.82,4.31
hsa-mir-3134,5.87,89.82,4.31
MIR563,5.87,89.82,4.31
hsa-mir-563,5.87,89.82,4.31
GALNTL2,5.87,89.82,4.31
DPH3,6.26,89.63,4.11
OXNAD1,6.26,89.63,4.11
RFTN1,6.26,89.63,4.11
DAZL,6.07,89.82,4.11
PLCL2,6.07,89.82,4.11
MIR3714,6.07,89.82,4.11
TBC1D5,6.07,89.82,4.11
LOC339862,5.87,90.22,3.92
SATB1,5.87,90.22,3.92
KCNH8,6.26,89.82,3.92
MIR4791,6.07,90.02,3.92
EFHB,6.07,90.02,3.92
RAB5A,6.07,90.02,3.92
PP2D1,6.07,90.22,3.72
KAT2B,6.07,90.22,3.72
hsa-mir-3135,6.07,90.22,3.72
SGOL1,6.07,90.22,3.72
VENTXP7,6.07,90.61,3.33
ZNF385D,6.07,90.61,3.33
UBE2E2,6.07,90.22,3.72
MIR548AC,6.07,90.41,3.52
UBE2E1,6.26,90.61,3.13
NKIRAS1,6.26,90.61,3.13
RPL15,6.26,90.61,3.13
NR1D2,6.26,90.61,3.13
LOC152024,6.26,90.61,3.13
THRB,6.07,90.41,3.52
LOC644990,5.87,90.61,3.52
MIR4792,5.87,90.61,3.52
RARB,6.07,90.8,3.13
TOP2B,6.26,90.61,3.13
MIR4442,6.26,90.61,3.13
NGLY1,6.26,90.61,3.13
OXSM,6.26,90.61,3.13
LOC285326,6.26,90.61,3.13
LRRC3B,6.26,90.61,3.13
NEK10,6.46,90.41,3.13
SLC4A7,6.65,90.22,3.13
EOMES,6.65,90.22,3.13
CMC1,6.46,90.22,3.32
AZI2,6.46,90.22,3.32
ZCWPW2,7.05,89.82,3.13
LOC645206,6.85,90.02,3.13
RBMS3,7.63,89.04,3.32
TGFBR2,7.05,89.82,3.13
GADL1,7.05,89.82,3.13
hsa-mir-466,7.05,90.02,2.94
STT3B,7.05,90.02,2.94
OSBPL10,7.05,90.02,2.94
ZNF860,7.05,90.22,2.74
GPD1L,7.05,90.02,2.94
CMTM8,7.05,90.02,2.94
CMTM7,7.05,90.02,2.94
CMTM6,7.05,90.02,2.94
DYNC1LI1,7.05,90.02,2.94
CNOT10,7.05,90.02,2.94
TRIM71,7.05,90.22,2.74
CCR4,7.05,90.22,2.74
GLB1,7.05,89.82,3.13
TMPPE,7.05,89.82,3.13
CRTAP,7.05,89.82,3.13
SUSD5,7.05,89.82,3.13
FBXL2,7.05,89.82,3.13
UBP1,7.05,89.82,3.13
CLASP2,7.05,90.02,2.94
PDCD6IP,7.05,89.82,3.13
ARPP21,7.44,90.02,2.55
MIR128-2,7.44,90.02,2.55
hsa-mir-128-2,7.44,90.02,2.55
STAC,7.64,89.82,2.55
DCLK3,7.64,89.82,2.55
TRANK1,7.64,89.82,2.55
EPM2AIP1,7.64,89.82,2.55
MLH1,7.64,89.82,2.55
LRRFIP2,7.64,89.82,2.55
GOLGA4,7.64,89.82,2.55
C3orf35,7.64,89.82,2.55
ITGA9,7.63,89.82,2.55
CTDSPL,7.63,89.82,2.55
MIR26A1,7.63,89.82,2.55
hsa-mir-26a-1,7.63,89.82,2.55
VILL,7.63,89.82,2.55
PLCD1,7.63,89.82,2.55
DLEC1,7.63,89.82,2.55
ACAA1,7.63,89.82,2.55
MYD88,7.63,89.82,2.55
OXSR1,7.63,89.82,2.55
SLC22A13,7.63,89.82,2.55
SLC22A14,7.63,89.82,2.55
XYLB,7.63,89.82,2.55
ACVR2B,7.63,89.82,2.55
LOC100128640,7.63,89.82,2.55
EXOG,7.63,89.82,2.55
SCN5A,7.83,89.82,2.35
SCN10A,7.83,89.82,2.35
SCN11A,7.83,89.82,2.35
WDR48,7.83,89.82,2.35
GORASP1,7.83,89.82,2.35
TTC21A,7.83,89.82,2.35
CSRNP1,7.83,89.82,2.35
XIRP1,7.83,89.82,2.35
CX3CR1,8.02,89.63,2.35
CCR8,8.02,89.63,2.35
SLC25A38,8.02,89.63,2.35
RPSA,8.02,89.63,2.35
SNORA6,8.02,89.63,2.35
SNORA62,8.02,89.63,2.35
MOBP,8.02,89.63,2.35
MYRIP,8.42,89.24,2.35
FLJ33065,8.03,89.43,2.55
EIF1B,8.03,89.43,2.55
ENTPD3-AS1,8.03,89.43,2.55
ENTPD3,8.03,89.43,2.55
RPL14,8.03,89.43,2.55
ZNF619,8.03,89.43,2.55
ZNF620,8.03,89.43,2.55
ZNF621,8.03,89.43,2.55
CTNNB1,8.22,89.43,2.35
ULK4,8.61,89.24,2.15
TRAK1,8.61,89.24,2.15
CCK,8.61,89.24,2.15
LYZL4,8.61,89.24,2.15
VIPR1,8.61,89.24,2.15
SEC22C,8.61,89.24,2.15
SS18L2,8.61,89.24,2.15
NKTR,8.61,89.24,2.15
ZBTB47,8.61,89.24,2.15
KBTBD5,8.61,89.24,2.15
HHATL,8.61,89.24,2.15
CCDC13,8.61,89.24,2.15
HIGD1A,8.61,89.24,2.15
CCBP2,8.61,89.24,2.15
CYP8B1,8.61,89.24,2.15
ZNF662,8.61,89.24,2.15
KRBOX1,8.61,89.24,2.15
FAM198A,8.61,89.24,2.15
C3orf39,8.61,89.24,2.15
SNRK,8.61,89.24,2.15
ANO10,8.61,89.24,2.15
ABHD5,8.61,89.24,2.15
MIR138-1,8.81,89.04,2.15
hsa-mir-138-1,8.81,89.04,2.15
C3orf77,8.81,89.04,2.15
C3orf23,8.81,89.24,1.96
ZNF445,9.0,89.04,1.96
ZNF167,9.0,89.04,1.96
ZNF660,9.0,89.04,1.96
ZNF197,9.0,89.04,1.96
ZNF35,9.0,89.04,1.96
ZNF502,9.0,89.04,1.96
ZNF501,9.0,89.04,1.96
KIAA1143,9.0,89.04,1.96
KIF15,9.0,89.04,1.96
MIR564,9.0,89.04,1.96
TMEM42,9.0,89.04,1.96
hsa-mir-564,9.0,89.04,1.96
TGM4,9.0,89.04,1.96
ZDHHC3,9.0,89.04,1.96
EXOSC7,9.0,89.04,1.96
CLEC3B,9.0,89.04,1.96
CDCP1,9.0,89.04,1.96
TMEM158,9.0,89.04,1.96
LARS2,9.0,89.04,1.96
LIMD1,9.0,89.04,1.96
LOC644714,9.0,89.04,1.96
SACM1L,9.0,89.04,1.96
SLC6A20,9.0,89.04,1.96
LZTFL1,9.2,88.85,1.96
CCR9,9.2,88.85,1.96
FYCO1,9.39,88.65,1.96
CXCR6,9.2,88.85,1.96
XCR1,9.39,88.65,1.96
CCR1,9.39,88.65,1.96
CCR3,9.39,88.65,1.96
CCR2,9.2,88.85,1.96
CCR5,9.2,88.85,1.96
CCRL2,9.0,89.04,1.96
LTF,9.0,89.04,1.96
RTP3,9.0,89.04,1.96
LRRC2,9.39,88.65,1.96
TDGF1,9.39,88.65,1.96
LOC100132146,9.39,88.65,1.96
ALS2CL,9.39,88.65,1.96
TMIE,9.39,88.65,1.96
PRSS46,9.39,88.65,1.96
PRSS50,9.39,88.65,1.96
PRSS45,9.39,88.65,1.96
PRSS42,9.39,88.65,1.96
MYL3,9.39,88.65,1.96
PTH1R,9.59,88.45,1.96
CCDC12,9.59,88.45,1.96
NBEAL2,9.59,88.45,1.96
NRADDP,9.59,88.45,1.96
SETD2,9.98,88.06,1.96
FLJ39534,9.79,88.06,2.16
KIF9,9.79,88.06,2.16
KLHL18,9.79,88.26,1.96
PTPN23,9.79,88.26,1.96
SCAP,9.79,88.26,1.96
C3orf75,9.79,88.26,1.96
CSPG5,9.39,88.45,2.16
SMARCC1,9.59,88.26,2.16
DHX30,9.39,88.45,2.16
MAP4,9.39,88.45,2.16
MIR1226,9.39,88.45,2.16
hsa-mir-1226,9.39,88.45,2.16
CDC25A,9.39,88.45,2.16
MIR4443,9.39,88.45,2.16
CAMP,9.39,88.26,2.35
ZNF589,9.39,88.06,2.54
NME6,9.39,88.06,2.54
SPINK8,9.39,88.06,2.54
hsa-mir-2115,9.39,88.06,2.54
FBXW12,9.39,88.26,2.35
PLXNB1,9.39,88.26,2.35
CCDC51,9.39,88.26,2.35
CCDC72,9.39,88.26,2.35
ATRIP,9.39,88.26,2.35
SHISA5,9.39,88.26,2.35
TREX1,9.39,88.26,2.35
PFKFB4,9.39,88.26,2.35
UCN2,9.39,88.26,2.35
COL7A1,9.39,88.26,2.35
MIR711,9.39,88.26,2.35
hsa-mir-711,9.39,88.26,2.35
